"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","approx","batch_size","beta","data_root","dataset","depth","device","double","head","head_activation","likelihood","lr","lr_hyp","lr_hyp_min","lr_min","marglik_early_stopping","marglik_frequency","method","n_data","n_epochs","n_epochs_burnin","n_hypersteps","n_param_groups","n_params","optimizer","prior_prec_init","rep","seed","typeofrep","use_wandb","vi_posterior_mu_init","vi_posterior_rho_init","vi_prior_mu","width","epoch","hyperparams/prior_prec_layer1.bias","hyperparams/prior_prec_layer1.weight","hyperparams/prior_prec_layer2.bias","hyperparams/prior_prec_layer2.weight","hyperparams/prior_prec_layer3.bias","hyperparams/prior_prec_layer3.weight","hyperparams/prior_prec_out_layer.bias","hyperparams/prior_prec_out_layer.weight","params/layer1.bias","params/layer1.weight","params/layer2.bias","params/layer2.weight","params/layer3.bias","params/layer3.weight","params/out_layer.bias","params/out_layer.weight","prior_prec_opt","test/loglik","test/loglik_bayes","test/loglik_bayes_mc","test/loglik_bayes_mc_lse","test/loglik_bayes_mean","test/mse","train/loss","train/lr","train/marglik","train/nll","train/perf","valid/nll"
"wine-quality-red-map-cdda","finished","-","","map, wine-quality-red","2024-11-12T08:59:55.000Z","540","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","1052","Adam","1","0","11","Flipout","true","0","-3","0","75","5000","","","","","","","","","0.0019577412647400925","0.0013494767278109392","","","","","0.014574999061959096","0.007027252724905099","100","-1.0620991912452895","-1.0620945392082504","-1.060847245518773","-1.0608955907766409","-1.061269986836701","0.7795839793774182","1.2236046664310796","0.00001","","1.1421803493549385","0.5982913964168677","1.2227986361411272"
"wine-quality-red-marglik-8c59","finished","-","","marglik, wine-quality-red","2024-11-12T08:57:31.000Z","137","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","1052","Adam","1","0","11","Flipout","true","0","-3","0","75","5000","4.688611030578613","3.2558648586273193","","","","","80.6380615234375","0.1029905304312706","0.12543040783956824","0.17948771040965597","","","","","0.000009396573995192129","5.868623281773406","","-1.1226783469541974","-1.056260604833095","-1.6951483945497423","-1.0843896014539247","-1.055241711914314","0.7542538379578183","0.6834607040628502","0.00001","1.5238928253446082","0.4691134137385153","0.17413841322171544",""
"wine-quality-red-map-70b9","finished","-","","map, wine-quality-red","2024-11-12T08:47:56.000Z","569","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","1052","Adam","1","0","11","Flipout","true","0","-3","0","75","5000","","","","","","","","","0.004214854649839896","0.001163001394822856","","","","","0.19831313324101735","0.007389009457771164","100","-1.0654954749318568","-1.066168205836748","-1.0661470980302608","-1.066275083456054","-1.0659000368232054","0.8017668742106497","1.2813655596330904","0.00001","","1.1847507953149958","0.6159674825132366","1.2282264996848655"
"wine-quality-red-marglik-147e","finished","-","","marglik, wine-quality-red","2024-11-12T07:56:31.000Z","3077","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","1.0977879762649536","0.8575708270072937","2.4234707355499268","4.373162746429443","0.4647655785083771","4.318295955657959","0.09104076772928238","0.3038400411605835","0.6236529658307898","0.8389709762132181","0.1395432684596772","0.08910813382102535","0.8475453380613093","0.048589091166666855","9.043044612401914","1.9844764078659112","","-964010.9166267188","-1.6111273286046035","-14.69754132693772","-3952.031782786586","-63.44064089154367","1.0077462114400857","-3.8787054705691824","0.00001","1.626887352744752","-4.583499478936157","0.34314625765273726",""
"wine-quality-red-map-9e37","finished","-","","map, wine-quality-red","2024-11-12T07:42:22.000Z","842","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","5.754666143682315e-184","7.094483348084384e-185","2.661639610122363e-185","2.6179695692632255e-184","3.2842472444045867e-139","1.925080906597094e-183","0.0894766912886815","1.2277545026695512e-138","100","-1.2650271335774257","-1.264960047515491","-1.2648281484994803","-1.264755437097827","-1.264960047567468","1.1177721532975164","1.4322798015129956","0.00001","","1.4260618355443702","1.0000004902670845","1.415139324520868"
"wine-quality-red-marglik-d789","finished","-","","marglik, wine-quality-red","2024-11-12T06:50:50.000Z","3085","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.9004131555557251","0.7300283908843994","0.356827050447464","0.6804993152618408","0.1097819358110428","0.25077584385871887","0.032526250928640366","0.05137326195836067","0.6010045335497801","0.8197873430385786","0.583773342196977","0.42816853886618894","0.860726301031159","1.2063297561178488","4.5860832566813","14.227000032026726","","-33.31386234596672","-0.9885853675038132","-3.0087634099333673","-0.803632063559186","-1.7125833311503158","0.7673228072574858","1.2666469265994464","0.00001","5.165757411042992","0.5962861213853332","0.15183988440109855",""
"wine-quality-red-map-7371","finished","-","","map, wine-quality-red","2024-11-12T06:35:52.000Z","891","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.015021130731951451","0.016597115889784683","0.020394591032105572","0.0024374794283030837","0.010566658525828497","0.002146115070414734","0.06270170760507363","0.05017747340912968","10","-1.0890201408629328","-1.0494655337851009","-1.064814317569315","-1.0509946537957957","-1.0508470736458209","0.7967462940618564","1.131531814212966","0.00001","","1.0341388801453344","0.5001060991071278","1.2823506549404031"
"wine-quality-red-marglik-adc8","finished","-","","marglik, wine-quality-red","2024-11-12T05:44:33.000Z","3071","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","2.382852554321289","1.617182374000549","1.1382513046264648","4.095005989074707","0.4788689613342285","7.966503143310547","6.7572832107543945","2.9192850589752197","0.26057827024745933","0.378968476506696","0.2641074731127674","0.0708095480898802","0.5013826356451087","0.03512339219717333","0.022563355330190153","0.2304598291084096","","-1.3576385653474017","-1.1115061125925036","-2.5512919924944986","-1.1495426277058247","-1.132081376976328","0.8260120682091235","-2.2181652257068327","0.00001","1.9121449737061331","-2.8733219798372143","0.252103836692861",""
"wine-quality-red-map-e539","finished","-","","map, wine-quality-red","2024-11-12T05:30:19.000Z","848","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.00007596216351918394","0.0007642660228145646","0.00003549247644869638","0.0001892704229752004","0.00011830576036882548","0.0002033854405746683","0.009494461632063024","0.005496102896604449","100","-1.095988566508875","-1.0936624647148006","-1.0932343076282716","-1.0931409946512027","-1.0936196160121128","0.799532887810367","1.244583189198294","0.00001","","1.1757115101359172","0.6201147661600093","1.2385840624223627"
"wine-quality-red-marglik-5bad","finished","-","","marglik, wine-quality-red","2024-11-12T04:38:49.000Z","3082","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","1.6587309837341309","0.6592394709587097","0.6419565677642822","2.0004990100860596","0.28652524948120117","1.7383533716201782","0.019738100469112396","0.12564541399478912","0.2493995138150787","0.7758061545621566","0.21621780398848137","0.11125010963754446","0.09803512809451057","0.11335047436201158","2.2636433435658816","3.915168415566846","","-1.5033465638832262","-1.0172177415750026","-2.4559625154124176","-1.0648489309203657","-1.011241039843953","0.7390113512171235","-0.87543424187755","0.00001","1.8439854126170951","-1.3649504204270744","0.00038097705097967427",""
"wine-quality-red-map-4c86","finished","-","","map, wine-quality-red","2024-11-12T04:24:03.000Z","878","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.00021090633470253908","0.0007686389760870207","0.00028916002130101586","0.00018949389602168545","0.0034484190022788254","0.0002097062560374081","0.1427792601429554","0.007575967080106177","100","-1.078091051300293","-1.0782955364169404","-1.0782967231527265","-1.0788015269326487","-1.078260790319471","0.8029103022599781","1.285315762939546","0.00001","","1.192840768081542","0.6312546597962087","1.2239704239284488"
"wine-quality-red-marglik-dc02","failed","-","","marglik, wine-quality-red","2024-11-12T03:32:34.000Z","3082","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.9951093792915344","1.352087140083313","3.5821757316589355","4.670140743255615","0.7020081877708435","3.6235146522521977","0.0728430449962616","0.2370012402534485","0.8402293187425499","0.5789680375995279","0.10664604188032908","0.08363006665206071","0.5265533228227723","0.04872131269972305","12.05201154364955","2.2908694310487534","","","","","","","","-4.2913906397542405","0.00001","1.1715538848110174","-4.980840876012144","0.283563981351581",""
"wine-quality-red-map-ad26","finished","-","","map, wine-quality-red","2024-11-12T03:16:32.000Z","956","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","8.624426287300533e-185","2.9756648440822466e-185","1.8891661611167454e-185","1.51562867717785e-183","2.4925058501379457e-122","9.40018780367132e-184","0.08947669128869573","1.0598091070956456e-122","100","-1.265027133577423","-1.2649600475154887","-1.2648281484994786","-1.264755437097825","-1.2649600475674658","1.117772153297517","1.432279801512996","0.00001","","1.4260618355443695","1.0000004902670845","1.415139324514615"
"wine-quality-red-marglik-be2d","finished","-","","marglik, wine-quality-red","2024-11-12T02:24:35.000Z","3110","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.7346002459526062","0.6571575403213501","0.4129403531551361","0.7389776706695557","0.13778671622276306","0.1556977778673172","0.020889317616820335","0.02360882423818111","0.9129288920484968","0.984321614090344","0.47656286387996416","0.43161038675441105","0.5101279762363388","1.745506466426508","3.983127859009513","27.90146117572353","","-116.21266819062694","-0.9591707187560784","-2.8598947374003028","-0.7492042678188715","-3.973437989003179","0.7301809240502374","2.333023723760215","0.00001","6.557050638636651","1.6570930718003247","0.17945916847280752",""
"wine-quality-red-map-dd52","finished","-","","map, wine-quality-red","2024-11-12T02:07:33.000Z","1015","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","5802","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","7.446785010088009e-187","1.2235206528682634e-184","2.1710460066247152e-187","2.6961657883333454e-183","3.6298179131434358e-127","2.6991088427700403e-184","0.07652619162117605","8.306752515999061e-126","100","-1.2557376168493808","-1.255732929604789","-1.2557005458768176","-1.2556855885607994","-1.2557329296074382","1.1177722455257455","1.431272635932526","0.00001","","1.4259546128248135","1.0000004955983175","1.4106184503040975"
"wine-quality-red-marglik-26a0","finished","-","","marglik, wine-quality-red","2024-11-12T01:54:48.000Z","758","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","1.377121925354004","1.213918924331665","3.839788913726806","8.0329008102417","","","0.056436143815517426","0.108566053211689","0.5870159105342595","0.6656505610812533","0.09753464844594588","0.045335789659513806","","","16.374465648347577","5.7911566463969555","","-2.157981375031195","-1.1075282468130598","-2.165574368904353","-1.1628578188888945","-1.193238366790554","0.8631127965834496","-1.6873653177152743","0.00001","2.012092798785844","-2.201431568625454","0.4583905386131968",""
"wine-quality-red-map-dada","finished","-","","map, wine-quality-red","2024-11-12T01:44:47.000Z","595","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.0069946754242045635","0.0011997789017524256","0.0006559586021987029","0.00034219624588219987","","","0.10422250059329571","0.006906796201209259","100","-1.1176221720219908","-1.1166095345890947","-1.1164189813069771","-1.116272363234442","-1.1166627092890529","0.8317533948207899","1.3010830951195351","0.00001","","1.2038965134862385","0.6553228555757116","1.234759378017059"
"wine-quality-red-marglik-7160","finished","-","","marglik, wine-quality-red","2024-11-12T01:31:58.000Z","762","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.7142565846443176","0.2772980332374573","0.5554957985877991","4.022063732147217","","","0.06263020634651184","0.02457420900464058","0.8911184268729051","2.6682297991703976","0.3821819024628226","0.08320972073773573","","","1.7576643269491794","28.884145556235808","","-1.4292644046494922","-1.0879089597246283","-2.1453428977600377","-1.116987074296858","-1.0791426333709149","0.934378697652222","-0.7243211674122378","0.00001","1.6781286467931638","-1.1958942443599023","0.0007712273454933649",""
"wine-quality-red-map-96e4","finished","-","","map, wine-quality-red","2024-11-12T01:21:26.000Z","626","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.028633618257875807","0.015156362341561489","0.0187616585831475","0.0022510406027223887","","","0.0327003830753011","0.05427693130588912","10","-1.07260389934962","-1.053435190748484","-1.1026735543281545","-1.061954952018571","-1.0576956267829156","0.8385096721777797","1.130056403443064","0.00001","","1.054217384712615","0.5261213908535525","1.2372193318692175"
"wine-quality-red-marglik-2b57","finished","-","","marglik, wine-quality-red","2024-11-12T01:08:49.000Z","750","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.9451701641082764","1.7206887006759644","0.24134251475334167","0.6605014801025391","","","0.4303809702396393","1.6748849153518677","0.26279350727400974","0.1129378396822486","0.29482941717672795","0.07839495887525523","","","0.12460729311883502","0.15459263826337735","","-1.3446845325648364","-1.048429634579349","-2.2046236872538296","-1.0721438619459138","-1.0364956360913298","0.7627479179640922","3.4783403287661088","0.00001","3.6992298986991248","3.381637740351032","49.8132281505634",""
"wine-quality-red-map-974b","finished","-","","map, wine-quality-red","2024-11-12T00:58:36.000Z","606","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.00006818792519779121","0.0010233260465383751","0.00023533126681508755","0.0002547796014304201","","","0.005601955399133759","0.007042914078704341","100","-1.0780870313459343","-1.076770616381768","-1.0766355936490717","-1.0762675256101772","-1.07681640243016","0.797379936676942","1.2234208045645432","0.00001","","1.156342846961471","0.6157448299820849","1.2487417796450064"
"wine-quality-red-marglik-6f1e","finished","-","","marglik, wine-quality-red","2024-11-12T00:44:06.000Z","863","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","16.765310287475586","6.939266681671143","15.191495895385742","13.025879859924316","","","0.40504300594329834","0.14207717776298523","0.04013285838989175","0.10417644265220144","0.011382512417018605","0.012412883874851168","","","0.4449464306894156","3.672997001973705","","-1.1280896213507536","-0.9535779391827136","-1.9069515734779887","-1.0118271589214012","-0.9524889889575044","0.6879796653450978","0.6354630967428923","0.00001","1.7177827345389636","0.323958812927042","0.10997632921858294",""
"wine-quality-red-map-66c3","finished","-","","map, wine-quality-red","2024-11-12T00:33:36.000Z","623","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.001765068116121655","0.0009741454030687968","0.0033170181065622197","0.0002737661975836414","","","0.0728604285144979","0.009362255491256265","100","-1.0599715726904406","-1.0598753286056153","-1.060584378251026","-1.0600872693042478","-1.0598998965484","0.7952307414111107","1.2629225218606157","0.00001","","1.1741000617253283","0.6258311599428893","1.224679106642267"
"wine-quality-red-marglik-e5c6","finished","-","","marglik, wine-quality-red","2024-11-12T00:20:44.000Z","766","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","1.1703507900238037","1.685505986213684","0.551197350025177","8.812500953674316","","","0.024608273059129715","0.05999673530459404","0.8132161965616548","0.54749333192138","1.1235390180578917","0.05056621059754927","","","39.279939826474354","10.875736522682468","","-3.345545059252708","-1.171916135721054","-2.620120819831358","-1.265654995307158","-1.347162168187391","0.9244322446060934","-2.6983185828168557","0.00001","1.9926183201487109","-3.312841019815247","0.3986426807012345",""
"wine-quality-red-map-2fb1","finished","-","","map, wine-quality-red","2024-11-12T00:09:12.000Z","685","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.0042726491585441395","0.0018745862771289456","0.0045972366242910834","0.0004184190754768109","","","0.013579195309938634","0.010279309231508889","100","-1.0931771934928465","-1.091833475034765","-1.091614912391948","-1.0915459529293807","-1.0917973241621524","0.7903238657525915","1.289164022710091","0.00001","","1.1649227561646218","0.6047257949543574","1.2230767888815162"
"wine-quality-red-marglik-0d59","finished","-","","marglik, wine-quality-red","2024-11-11T23:56:17.000Z","768","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","1.5854158401489258","0.4874957799911499","0.7417528629302979","4.673385143280029","","","0.0750594437122345","0.022833779454231266","0.3898790330576195","1.544710445809052","0.3457689014351225","0.06947192649269969","","","1.6592178671707862","32.41892845818362","","-23.77534764961531","-1.0510623507982193","-2.674139995159896","-0.9789961134149028","-1.0377221661342144","3.2367475883464243","-0.6213027177449709","0.00001","1.6696838243085423","-1.0882017469594865","0.0011286380056053052",""
"wine-quality-red-map-60f2","finished","-","","map, wine-quality-red","2024-11-11T23:44:29.000Z","702","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","3252","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.006157220933361662","0.0015108929378826032","0.005932595467344277","0.000398279183694836","","","0.16210183417044105","0.010427176064391369","100","-1.0931815186615077","-1.0935512893598935","-1.093656350342219","-1.0936719241091009","-1.093374668219741","0.8282129198400714","1.3409766631420017","0.00001","","1.209006200586736","0.6397218316382256","1.2310201474683402"
"wine-quality-red-marglik-4697","finished","-","","marglik, wine-quality-red","2024-11-11T23:43:03.000Z","80","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.9523818492889404","3.0404233932495117","","","","","2.3753128051757812","0.25839295983314514","0.6213800773746145","0.18787020826113957","","","","","0.23989498620802824","2.263772124275728","","-1.1516343202465775","-1.0829264428293202","-1.4203207648619895","-1.035214350390031","-1.0966538196771551","0.8383826104016627","0.5890561868922516","0.00001","1.4085408795061625","0.4488847491297543","0.5097443973232616",""
"wine-quality-red-map-0ba2","finished","-","","map, wine-quality-red","2024-11-11T23:34:42.000Z","494","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.002211394180497668","0.0021221494377392887","","","","","0.01456580988667285","0.010367894563426596","100","-1.06853547257264","-1.0685793175322842","-1.068244724344455","-1.0665869967585642","-1.0678477571870586","0.7849124101089585","1.2319982813249777","0.00001","","1.15056401679165","0.6057408126853937","1.2160162516061588"
"wine-quality-red-marglik-ee5d","finished","-","","marglik, wine-quality-red","2024-11-11T23:33:07.000Z","88","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","3.439232110977173","3.429858922958374","","","","","0.8681856393814087","0.09846773743629456","0.16215740525595515","0.16495442612673317","","","","","0.2822173981740441","5.923052459805085","","-1.1277330051400916","-1.0674707755542892","-1.3614220042909868","-1.0876377063552825","-1.068965077607806","0.8547432103711301","0.869468304620816","0.00001","1.4195017483229435","0.7312223579520123","0.2947635100831824",""
"wine-quality-red-map-a3e7","finished","-","","map, wine-quality-red","2024-11-11T23:24:11.000Z","530","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.00502297649908201","0.0018796360349926683","","","","","0.2121494280906603","0.010802870439598388","100","-1.0710581454807762","-1.0717102250231174","-1.0722245002453608","-1.071099741926433","-1.0714379253837836","0.8068456694901686","1.2885461353782486","0.00001","","1.19161979959416","0.6221456384430053","1.2336366515693804"
"wine-quality-red-marglik-3867","finished","-","","marglik, wine-quality-red","2024-11-11T23:22:44.000Z","81","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","29.686813354492188","21.482995986938477","","","","","343.97845458984375","0.31613239645957947","0.019031756767384767","0.026719938210048047","","","","","0.000004386323601677166","2.0167415509033195","","-1.5361426328784942","-1.0749606096257454","-1.627090763653542","-1.0636674477214818","-1.0652452981015483","0.8280953482603362","0.8242038692811269","0.00001","1.360337296023358","0.6825059276048971","0.4631623257089978",""
"wine-quality-red-map-c2ee","finished","-","","map, wine-quality-red","2024-11-11T23:14:22.000Z","495","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.0001985783296956295","0.0010024242281383982","","","","","0.006690297155163156","0.006252880026570496","100","-1.0772945851284543","-1.0767621527995097","-1.0773948594161853","-1.0750782073640055","-1.0766786817699636","0.8046959847441265","1.1967914339316812","0.00001","","1.1550978577505269","0.6243521333160875","1.2539621781077583"
"wine-quality-red-marglik-bba0","finished","-","","marglik, wine-quality-red","2024-11-11T23:12:46.000Z","89","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","107.14344787597656","54.13641357421875","","","","","242.9199676513672","0.0940239205956459","0.004123034639767442","0.008958273467415364","","","","","0.000002793379765844693","5.644924405361831","","-1.0923306224267304","-1.0466287082289578","-1.338565626907222","-1.061453621052341","-1.0425379182840555","0.8435704389950658","0.9984959741074712","0.00001","1.3211397617067284","0.8795995855983927","0.3660421069143894",""
"wine-quality-red-map-69c9","finished","-","","map, wine-quality-red","2024-11-11T23:03:57.000Z","523","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.004966595879410155","0.0009744008435456914","","","","","0.12753643347051138","0.00870227467750184","100","-1.0553548600372438","-1.0555820759351795","-1.057230178407481","-1.0555390455531657","-1.0557217111186268","0.7896502423716557","1.241117873148057","0.00001","","1.1747674182859549","0.6262575215147423","1.2235538731439672"
"wine-quality-red-marglik-97d8","finished","-","","marglik, wine-quality-red","2024-11-11T23:02:23.000Z","87","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","2.590681791305542","4.219614505767822","","","","","11.96703815460205","0.32226866483688354","0.30034273628660435","0.1796924475577564","","","","","0.04229814793900255","2.4328730584994767","","-3.508514798364356","-1.118158630114212","-1.6207443775298842","-1.0945364104629005","-1.130464553785122","0.8712243210675453","0.389719309591093","0.00001","1.5030839377581875","0.20368965485319496","0.4980565745095306",""
"wine-quality-red-map-0e1e","finished","-","","map, wine-quality-red","2024-11-11T22:53:32.000Z","525","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.0029366116793874703","0.002024215143465066","","","","","0.014574999272666651","0.01054087931272373","100","-1.0620991933148554","-1.0620945410445617","-1.0616499281917473","-1.059961196162106","-1.0612699887134602","0.7795839791277668","1.2236046664303906","0.00001","","1.1421803479457566","0.5982913928064789","1.222798547218835"
