"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","approx","batch_size","beta","data_root","dataset","depth","device","double","head","head_activation","likelihood","lr","lr_hyp","lr_hyp_min","lr_min","marglik_early_stopping","marglik_frequency","method","n_data","n_epochs","n_epochs_burnin","n_hypersteps","n_param_groups","n_params","optimizer","prior_prec_init","rep","seed","typeofrep","use_wandb","vi_posterior_mu_init","vi_posterior_rho_init","vi_prior_mu","width","epoch","hyperparams/prior_prec_layer1.bias","hyperparams/prior_prec_layer1.weight","hyperparams/prior_prec_layer2.bias","hyperparams/prior_prec_layer2.weight","hyperparams/prior_prec_layer3.bias","hyperparams/prior_prec_layer3.weight","hyperparams/prior_prec_out_layer.bias","hyperparams/prior_prec_out_layer.weight","params/layer1.bias","params/layer1.weight","params/layer2.bias","params/layer2.weight","params/layer3.bias","params/layer3.weight","params/out_layer.bias","params/out_layer.weight","prior_prec_opt","test/loglik","test/loglik_bayes","test/loglik_bayes_mc","test/loglik_bayes_mc_lse","test/loglik_bayes_mean","test/mse","train/loss","train/lr","train/marglik","train/nll","train/perf","valid/nll"
"wine-quality-red-marglik-be1b","finished","-","","marglik, wine-quality-red","2024-11-11T22:51:52.000Z","94","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","4.0076470375061035","4.858689785003662","","","","","48.281524658203125","0.1099400669336319","0.17887000083088406","0.14345365135204197","","","","","0.00009188122616369068","6.608894808932666","","-1.1686590349672676","-1.1043602131756045","-1.5873690015216353","-1.1203125693750855","-1.1010883448214084","0.7806907029085901","0.8141030600467831","0.00001","1.464648555579579","0.6431994815190072","0.24915824266986367",""
"wine-quality-red-map-0563","finished","-","","map, wine-quality-red","2024-11-11T22:42:18.000Z","568","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","0.006322282493890966","0.0017445020436157735","","","","","0.1983131268796201","0.011083514114858426","100","-1.0654954750975298","-1.0661682059417743","-1.066690611384158","-1.0655931956425768","-1.065900036924208","0.8017668770135918","1.2813655596329636","0.00001","","1.1847507960337618","0.615967485803017","1.2165650685904934"
"wine-quality-red-marglik-ab17","failed","-","","marglik, wine-quality-red","2024-11-11T22:39:03.000Z","189","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","0.8905972242355347","0.898939847946167","3.576823472976685","4.504511833190918","1.0022767782211304","3.918984889984131","0.11859869956970216","0.09351109713315964","1.1064023330522623","1.0920339931116327","0.23759036540242107","0.20748107277666655","0.5922210202376077","0.18291819166438736","5.696704290647229","7.962186525186175","","","","","","","","-2.768563387206669","0.00001","0.9538114478002804","-3.255661250986134","0.444935142065952",""
"wine-quality-red-map-a124","finished","-","","map, wine-quality-red","2024-11-11T22:28:44.000Z","613","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","5.954379370812408e-184","1.2269089448172602e-184","1.989037268187672e-195","3.1824069458944697e-184","5.73223825252151e-139","1.8304072074189545e-184","0.08947669128821241","8.941044768127229e-138","100","-1.2650271335775","-1.2649600475155656","-1.2650430038394187","-1.264927273427059","-1.2649600475675429","1.1177721532975171","1.4322798015129958","0.00001","","1.426061835544403","1.0000004902670845","1.415139324672043"
"wine-quality-red-marglik-4e44","finished","-","","marglik, wine-quality-red","2024-11-11T22:25:33.000Z","184","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","1.545593500137329","0.5217791199684143","0.32742446660995483","1.5444389581680298","0.33773553371429443","0.8730390667915344","0.08785729855298996","0.011379306204617023","0.5387913656262966","1.737385209287509","2.0040835946369655","0.5079641840319751","1.3063666938761953","0.8476927297062499","0.8383561154590558","78.80499404865404","","-103.4119328570827","-1.533141325461555","-7.243101280088335","-6.547303179801003","-10.242305582774367","0.881947036281675","-1.3274262936763517","0.00001","1.363105748791954","-1.7775731816915588","0.00038723446319542193",""
"wine-quality-red-map-b311","finished","-","","map, wine-quality-red","2024-11-11T22:14:37.000Z","650","","silu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.03030786225391606","0.039670668385083714","0.05140941469763618","0.01204112373016408","0.009927042474189882","0.0106323871889015","0.007814574998386344","0.11947038772382168","10","-1.1129545497649305","-1.0704976391659975","-1.1216510593286872","-1.0699319788546968","-1.0655155458962953","0.8302455431905195","1.122209539273377","0.00001","","1.0062934973883002","0.48346151702283247","1.320009743077296"
"wine-quality-red-marglik-7716","finished","-","","marglik, wine-quality-red","2024-11-11T22:11:20.000Z","190","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","11.673503875732422","2.3516416549682617","8.219316482543945","6.73037576675415","1.6551146507263184","8.688238143920898","0.26024767756462097","1.006256341934204","0.07119076863701976","0.40002541897976657","0.05146793174774424","0.11284882641531484","0.32888616148868716","0.07985337453639181","2.9404026914849943","0.8825091954461509","","-1.9129660068068224","-1.1500433225189908","-2.41401793613619","-1.1275500030064791","-1.2912451206180102","0.7885921427534606","-0.950033775068121","0.00001","1.585708807094407","-1.387170978053025","0.39501289155422",""
"wine-quality-red-map-0b69","finished","-","","map, wine-quality-red","2024-11-11T22:00:42.000Z","632","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.0002147242639077919","0.001717232355584422","0.0001899306030313104","0.0007672058299610889","0.00037252684480679367","0.0008336081745904174","0.009416963611781183","0.011522239953826875","100","-1.0994825463424924","-1.0979515285456556","-1.097797855019269","-1.0982280546276528","-1.0978956471971373","0.8029998597498859","1.245152249149369","0.00001","","1.1726302928748282","0.6151212971966492","1.242699262979237"
"wine-quality-red-marglik-1df2","finished","-","","marglik, wine-quality-red","2024-11-11T21:57:30.000Z","186","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","7.585750579833984","3.2281792163848877","6.5071330070495605","9.77846336364746","49.25485610961914","5.674164772033691","0.6866428256034851","0.10363679379224776","0.10622560271745954","0.2691047101973225","0.07642234633915872","0.06055023514576842","0.0007236032809833154","0.0823488738177995","0.14586527289050571","6.556280037462415","","-1.2898128048634958","-1.097528947414968","-2.0447090822720257","-1.099218250195523","-1.0910574767304004","0.7956913357622062","0.33317851759593675","0.00001","1.749747060121562","-0.00318538573739377","0.05965775747152249",""
"wine-quality-red-map-9bcf","finished","-","","map, wine-quality-red","2024-11-11T21:46:41.000Z","643","","selu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.0003660949330767243","0.00154762448085429","0.000575616021788929","0.0007583448573875096","0.006635072520653334","0.0008431996381995608","0.15033424461697203","0.015460189669880864","100","-1.078729250577234","-1.0787440355847302","-1.0788787247309894","-1.0794116995018568","-1.0786871221684042","0.8022228931538298","1.2871760404283794","0.00001","","1.1937176994645968","0.6305779394819677","1.226526102939702"
"wine-quality-red-marglik-4659","failed","-","","marglik, wine-quality-red","2024-11-11T21:43:19.000Z","196","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","1.6432576179504397","1.2843235731124878","3.3334896564483643","4.88068962097168","2.346973180770874","3.858729600906372","0.25028911232948303","0.058991897851228714","0.580617786985957","0.7423575317033864","0.22854376399997128","0.1694914528693005","0.2964638079815588","0.1712275172556791","3.1661688813272235","14.861139218007628","","","","","","","","-1.0374194342844412","0.00001","1.8487179635510635","-1.488510948809221","0.5798104090586796",""
"wine-quality-red-map-fbb6","finished","-","","map, wine-quality-red","2024-11-11T21:31:46.000Z","686","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","1.9471307193900668e-191","4.299857819110708e-182","2.183485182662628e-185","1.571362124532815e-183","1.2138248035812256e-136","2.7065331276894975e-184","0.08947669128830427","2.7805021157309045e-135","100","-1.2650271335774854","-1.264960047515551","-1.2650430038394045","-1.2649272734270445","-1.264960047567528","1.1177721532975171","1.4322798015129958","0.00001","","1.4260618355443966","1.0000004902670845","1.4151393246886113"
"wine-quality-red-marglik-3287","finished","-","","marglik, wine-quality-red","2024-11-11T21:28:26.000Z","193","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","2.141168117523194","0.6590556502342224","0.9001981019973755","1.7482595443725586","0.4493240416049957","0.7382835149765015","0.24724353849887848","0.009108902886509895","0.4011103639395717","1.3877522698152809","0.569004830960656","0.4566275903213753","1.276708707485558","0.978411439078358","1.9294803895481292","100.44374743142734","","-43.878643904628795","-1.4915696338176718","-6.114761786251764","-2.0028764347090755","-7.318629227419478","100.83626651771034","-1.0137463466875296","0.00001","1.5652228416584435","-1.4645303133092051","0.0021131924701294426",""
"wine-quality-red-map-4acc","finished","-","","map, wine-quality-red","2024-11-11T21:16:40.000Z","700","","gelu","full","256","0.5","data/","wine-quality-red","3","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","8","1652","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","3.4212928234941397e-186","9.814541308996008e-184","4.830844183179859e-186","7.255532976611334e-185","4.731832670960691e-128","1.2751236687485013e-184","0.07652619162135474","8.561661372389819e-128","100","-1.2557376168493837","-1.2557329296047912","-1.255899608966221","-1.2558181145019698","-1.2557329296074404","1.117772245525746","1.431272635932526","0.00001","","1.425954612824801","1.0000004955983175","1.4106184502982917"
"wine-quality-red-marglik-324d","finished","-","","marglik, wine-quality-red","2024-11-11T21:14:41.000Z","111","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","2.990095376968384","1.1041064262390137","20.97077751159668","7.969745635986328","","","3.818462371826172","0.13608995079994202","0.32215368790024856","0.8882052570196152","0.02484771766240491","0.10352703666269686","","","0.1618361881535707","6.848062174187148","","-1.13195101161956","-1.059542470430565","-1.8693652693336296","-1.0552348409049963","-1.0649505859441917","0.7969727111790841","-0.5802839734328203","0.00001","1.636030485848846","-0.8827245571230368","0.4476110306920876",""
"wine-quality-red-map-e0d2","finished","-","","map, wine-quality-red","2024-11-11T21:05:28.000Z","546","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.013989351138407108","0.002399557739527465","0.00131191729619375","0.0013687849982462563","","","0.10422250739360786","0.013813593143443534","100","-1.1176221692799857","-1.1166095317936031","-1.1161842051693958","-1.116333106032039","-1.1166627064996948","0.8317533908072537","1.301083095119066","0.00001","","1.2038965116857294","0.655322852944968","1.2347593717587422"
"wine-quality-red-marglik-f971","finished","-","","marglik, wine-quality-red","2024-11-11T21:03:26.000Z","116","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","1.124746322631836","0.3827320635318756","2.2323758602142334","7.136627674102783","","","0.22001180052757263","0.05332854762673378","0.8195832237045809","2.479787677846659","0.3040856065145986","0.12046971001345257","","","2.5190604442189497","17.769304352075043","","-1.2263396287097783","-1.1094868098047932","-1.8025497669121713","-1.1253522637203264","-1.1110433057036908","0.8440827304768245","0.11123563845238124","0.00001","1.6254617257173063","-0.19691612209865128","0.04197752939633461",""
"wine-quality-red-map-051a","finished","-","","map, wine-quality-red","2024-11-11T20:53:35.000Z","584","","silu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.03847443688289752","0.03321015146913802","0.03407976600227056","0.01078178313328232","","","0.055070085370689754","0.11795440134601493","10","-1.0790068558848562","-1.0570480983192343","-1.0576930631075474","-1.0558819833795827","-1.0529830233450976","0.7954909826907581","1.129069154548319","0.00001","","1.0467441572473448","0.5115497240916127","1.2511441638828569"
"wine-quality-red-marglik-e4eb","finished","-","","marglik, wine-quality-red","2024-11-11T20:51:33.000Z","115","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","10.292445182800291","6.058890342712402","12.813721656799316","11.234025955200195","","","856.8211059570312","0.30314117670059204","0.08678362128322353","0.1521430648099199","0.027715993375253333","0.04726842327647011","","","0.000020313945223504776","2.7118104749993215","","-2.8773864693042497","-1.1105269081919835","-2.096159234789428","-1.1485195501570125","-1.5250927935059106","0.8518041634024316","0.4201537223058801","0.00001","1.5366948059543544","0.1916928600531893","0.49027587034955294",""
"wine-quality-red-map-75cc","finished","-","","map, wine-quality-red","2024-11-11T20:42:12.000Z","555","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.0002063779225185518","0.001540296951918751","0.00013446637735479116","0.0007684381947197273","","","0.007619415295373798","0.01050731297430992","100","-1.0985474584483297","-1.0971902374125189","-1.0964199419082197","-1.0975514614925277","-1.0971695288279029","0.8029338211528285","1.2262077723800635","0.00001","","1.1757210003579424","0.620449000226928","1.2484609463477732"
"wine-quality-red-marglik-b2b8","finished","-","","marglik, wine-quality-red","2024-11-11T20:40:04.000Z","121","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","28.946813583374023","22.956026077270508","251.23928833007812","17.24827766418457","","","3.748355865478515","0.08691293001174927","0.028163440226264543","0.03507922119932918","0.0002802355240515645","0.01981887357107503","","","0.02033041615343628","7.695227982536675","","-1.1946268137411202","-1.082827019332503","-1.5824495295098102","-1.1173465857301013","-1.0735955213216837","0.8580119983391817","0.8807366236059204","0.00001","1.4366500753325957","0.7101694207310562","0.2588831711593312",""
"wine-quality-red-map-4a5a","finished","-","","map, wine-quality-red","2024-11-11T20:30:21.000Z","577","","selu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.0028272358800165683","0.0019152448038750136","0.006346056203887367","0.0010725129212929194","","","0.09041866147763118","0.01872001248057635","100","-1.0629839075974143","-1.0627851136389268","-1.0629540782185891","-1.0632590866951102","-1.0628439169923092","0.7962362894715707","1.2668824076398446","0.00001","","1.178514806531277","0.6270003734926847","1.225495321980219"
"wine-quality-red-marglik-420c","failed","-","","marglik, wine-quality-red","2024-11-11T20:28:20.000Z","115","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","2.7357969284057617","1.3004612922668457","2.963843584060669","5.766401767730713","","","0.0557570643723011","0.05151760205626488","0.35992958802951813","0.7583568133833406","0.30911630763894643","0.1650575205629766","","","17.76515213345554","18.90150557148415","","","","","","","","-1.3036416359128122","0.00001","1.2569205469094322","-1.6387863874112334","0.5208078757793891",""
"wine-quality-red-map-8582","finished","-","","map, wine-quality-red","2024-11-11T20:18:25.000Z","589","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.008545295375501263","0.003749173213201914","0.009194480640108795","0.0016736764122097891","","","0.013579163562703282","0.02055862317313513","100","-1.0931771877240686","-1.0918334688903504","-1.0911204920828186","-1.0918590686523253","-1.0917973179985876","0.7903238532645994","1.289164022697742","0.00001","","1.1649227376175744","0.6047257721131187","1.223076789306231"
"wine-quality-red-marglik-ee0b","finished","-","","marglik, wine-quality-red","2024-11-11T20:16:20.000Z","118","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","2.1347298622131348","0.4810296595096588","1.714414358139038","7.726579666137695","","","0.24502049386501312","0.03589540347456932","0.4280240218107481","1.9780097905654377","0.4534492880802694","0.11184871570203224","","","2.373088745618149","26.481915291631584","","-1.4454699206566377","-1.2132790419280242","-2.055806463403409","-1.1934225134522984","-1.2154805346843636","0.8499087514445242","0.03652937357194624","0.00001","1.599560780562179","-0.27367128166241106","0.03485795317166711",""
"wine-quality-red-map-23ee","finished","-","","map, wine-quality-red","2024-11-11T20:05:57.000Z","617","","gelu","full","256","0.5","data/","wine-quality-red","2","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","6","1002","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.010986220711331767","0.0034054336136840483","0.013038972988878302","0.0016509488128100252","","","0.16883297909728034","0.021862187094176963","100","-1.0894439247536591","-1.0900127043160588","-1.0896263494449034","-1.0903851257522428","-1.0898097044059631","0.8185058923318993","1.3420379976837309","0.00001","","1.2030611716006798","0.6274455797767033","1.2310201552362663"
"wine-quality-red-marglik-c336","finished","-","","marglik, wine-quality-red","2024-11-11T20:04:46.000Z","64","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","1.135217547416687","3.6794567108154297","","","","","1.3430590629577637","0.19821655750274655","0.8158979622275229","0.24511557911197776","","","","","0.4540376974314458","4.612791831408012","","-1.3372151141961377","-1.0857000911620902","-1.411035772053908","-1.0563219231900267","-1.0577408724372357","0.8295040544368977","0.7282585675875316","0.00001","1.3476976830398129","0.617718491172477","0.5462594699605311",""
"wine-quality-red-map-d3b9","finished","-","","map, wine-quality-red","2024-11-11T19:57:34.000Z","425","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.004422787917540078","0.004244298970823141","","","","","0.014565808756200048","0.020735789738734835","100","-1.0685354739004418","-1.0685793186846233","-1.0670720971489451","-1.067147666992094","-1.0678477584095962","0.7849124074885354","1.2319982813239163","0.00001","","1.1505640152801964","0.6057408078761123","1.2160162533232215"
"wine-quality-red-marglik-de74","finished","-","","marglik, wine-quality-red","2024-11-11T19:56:21.000Z","67","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","3.936022996902466","5.4763312339782715","","","","","0.8725428581237793","0.10388615727424622","0.1840727691808921","0.1428667641666499","","","","","0.2420446165467001","7.876558037707562","","-1.0894175661027252","-1.0579135501987422","-1.3459463392723818","-1.0758868073597132","-1.057663561661662","0.818526378550966","0.9563550315011846","0.00001","1.330041737568233","0.8609402044715038","0.3669896210473686",""
"wine-quality-red-map-a41f","finished","-","","map, wine-quality-red","2024-11-11T19:48:31.000Z","464","","silu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.010045953777770875","0.0037592720319565287","","","","","0.2121494222706012","0.021605740908941753","100","-1.071058145519998","-1.0717102250417638","-1.0712813369433425","-1.071438448799814","-1.0714379253924329","0.8068456715805368","1.288546135378236","0.00001","","1.191619799633097","0.6221456403094803","1.2336366526789846"
"wine-quality-red-marglik-21c1","finished","-","","marglik, wine-quality-red","2024-11-11T19:47:21.000Z","64","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","24.012426376342773","20.496074676513672","","","","","111.0497817993164","0.28368815779685974","0.03273771682322873","0.0392503056029299","","","","","0.0001629544433706799","3.03057244083426","","-2.193244226378245","-1.094446541649537","-1.3212789955605833","-1.077616995754677","-1.090989930020778","0.8252063312916095","0.8755305718386581","0.00001","1.2748818887556226","0.7768652670387909","0.477141252487905",""
"wine-quality-red-map-3f58","finished","-","","map, wine-quality-red","2024-11-11T19:39:56.000Z","439","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.0003226315508765601","0.0019800011351895582","","","","","0.008346318696885737","0.012641632160910346","100","-1.0769527369001717","-1.0765049715372226","-1.0757811197972087","-1.0757812567797371","-1.0763911054663404","0.804218065543617","1.1983320370614647","0.00001","","1.156589560770722","0.6246154867860537","1.2528112962694358"
"wine-quality-red-marglik-fec3","finished","-","","marglik, wine-quality-red","2024-11-11T19:38:43.000Z","67","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","55.6623420715332","52.19102478027344","","","","","4.134059906005859","0.09459605067968369","0.01342764603618783","0.013310787990881564","","","","","0.0268983639457422","8.075910429441663","","-1.108350348455703","-1.0578261368930302","-1.281838963942576","-1.070173652068093","-1.0461917861243577","0.8408273000223894","1.028115020309447","0.00001","1.2810736412812356","0.9419202613862064","0.4117091511795477",""
"wine-quality-red-map-fab0","finished","-","","map, wine-quality-red","2024-11-11T19:30:51.000Z","466","","selu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.008678898937688662","0.0018965286036116723","","","","","0.15210866349884522","0.017079371160455468","100","-1.0588538272732255","-1.059013716133681","-1.060207650201897","-1.059204529733932","-1.0591120876363302","0.7908444903389054","1.245005529687124","0.00001","","1.179101593726941","0.6266154407430309","1.2234513804764466"
"wine-quality-red-marglik-a16b","finished","-","","marglik, wine-quality-red","2024-11-11T19:29:39.000Z","65","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","2.37646484375","5.211749076843262","","","","","3.845580816268921","0.31093862652778625","0.4029605861111832","0.18007319381920564","","","","","0.16911701799471535","3.0273530169416913","","-1.242530321799942","-1.092116377611631","-1.4035087095672574","-1.0645286660826283","-1.082377793935668","0.8537844557366151","0.705971561935949","0.00001","1.3667533278940454","0.5911562305441443","0.4922996749488734",""
"wine-quality-red-map-2e8f","finished","-","","map, wine-quality-red","2024-11-11T19:22:10.000Z","443","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.005873222914912889","0.004048430388644992","","","","","0.014574999453543683","0.02108175908414294","100","-1.062099195415141","-1.0620945429075053","-1.0604139590974797","-1.060551717130576","-1.061269990618031","0.7795839788541963","1.223604666429695","0.00001","","1.1421803465491511","0.5982913891618276","1.2227984537499663"
"wine-quality-red-marglik-5a40","finished","-","","marglik, wine-quality-red","2024-11-11T19:20:54.000Z","69","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","3.8403103351593018","9.394948959350586","","","","","136.4282989501953","0.0793924555182457","0.2184162047610236","0.08542992274766756","","","","","0.00002422471587741764","10.296068904776948","","-1.1873310366315977","-1.130637655747259","-1.4064054754587108","-1.140196102092038","-1.1208790539934972","0.7996469810261904","0.9517568559008712","0.00001","1.3288074429140595","0.8535757042391608","0.3634214710111901",""
"wine-quality-red-map-78ee","finished","-","","map, wine-quality-red","2024-11-11T19:12:55.000Z","472","","gelu","full","256","0.5","data/","wine-quality-red","1","cpu","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","25","5000","","","","","","","","","0.012644565730776366","0.003489004026597996","","","","","0.1983131227290557","0.02216702819766354","100","-1.0654954750013617","-1.0661682058051718","-1.065628478165317","-1.06595361533043","-1.0659000367854083","0.8017668786345347","1.2813655596328797","0.00001","","1.1847507963117905","0.6159674878604597","1.2282265770775442"
