"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","approx","batch_size","beta","data_root","dataset","device","double","download_data","head","head_activation","het_noise","likelihood","lr","lr_hyp","lr_hyp_min","lr_min","marglik_early_stopping","marglik_frequency","method","method_name","model","n_data","n_epochs","n_epochs_burnin","n_epochs_val","n_hypersteps","n_param_groups","n_params","optimizer","prior_prec_init","seed","typeofrep","use_wandb","vi_posterior_mu_init","vi_posterior_rho_init","vi_prior_mu","epoch","hyperparams/prior_prec_conv1.bias","hyperparams/prior_prec_conv1.weight","hyperparams/prior_prec_conv2.bias","hyperparams/prior_prec_conv2.weight","hyperparams/prior_prec_conv3.bias","hyperparams/prior_prec_conv3.weight","hyperparams/prior_prec_layer1.bias","hyperparams/prior_prec_layer1.weight","hyperparams/prior_prec_layer2.bias","hyperparams/prior_prec_layer2.weight","hyperparams/prior_prec_layer3.bias","hyperparams/prior_prec_layer3.weight","hyperparams/prior_prec_lin1.bias","hyperparams/prior_prec_lin1.weight","hyperparams/prior_prec_lin2.bias","hyperparams/prior_prec_lin2.weight","hyperparams/prior_prec_linout.bias","hyperparams/prior_prec_linout.weight","hyperparams/prior_prec_out_layer.bias","hyperparams/prior_prec_out_layer.weight","hyperparams/sigma_noise","params/conv1.bias","params/conv1.mu_bias","params/conv1.mu_kernel","params/conv1.rho_bias","params/conv1.rho_kernel","params/conv1.weight","params/conv2.bias","params/conv2.mu_bias","params/conv2.mu_kernel","params/conv2.rho_bias","params/conv2.rho_kernel","params/conv2.weight","params/conv3.bias","params/conv3.mu_bias","params/conv3.mu_kernel","params/conv3.rho_bias","params/conv3.rho_kernel","params/conv3.weight","params/layer1.bias","params/layer1.mu_bias","params/layer1.mu_weight","params/layer1.rho_bias","params/layer1.rho_weight","params/layer1.weight","params/layer2.bias","params/layer2.mu_bias","params/layer2.mu_weight","params/layer2.rho_bias","params/layer2.rho_weight","params/layer2.weight","params/layer3.bias","params/layer3.mu_bias","params/layer3.mu_weight","params/layer3.rho_bias","params/layer3.rho_weight","params/layer3.weight","params/lin1.bias","params/lin1.mu_bias","params/lin1.mu_weight","params/lin1.rho_bias","params/lin1.rho_weight","params/lin1.weight","params/lin2.bias","params/lin2.mu_bias","params/lin2.mu_weight","params/lin2.rho_bias","params/lin2.rho_weight","params/lin2.weight","params/linout.bias","params/linout.mu_bias","params/linout.mu_weight","params/linout.rho_bias","params/linout.rho_weight","params/linout.weight","params/out_layer.bias","params/out_layer.mu_bias","params/out_layer.mu_weight","params/out_layer.rho_bias","params/out_layer.rho_weight","params/out_layer.weight","params/out_layer_mu.bias","params/out_layer_mu.weight","params/out_layer_var.bias","params/out_layer_var.weight","params/z_layer.conv1.bias","params/z_layer.conv1.weight","params/z_layer.conv2.bias","params/z_layer.conv2.weight","params/z_layer.conv3.bias","params/z_layer.conv3.weight","params/z_layer.layer1.bias","params/z_layer.layer1.weight","params/z_layer.layer2.bias","params/z_layer.layer2.weight","params/z_layer.lin1.bias","params/z_layer.lin1.weight","params/z_layer.lin2.bias","params/z_layer.lin2.weight","prior_prec_opt","test/acc","test/aleatoric_corr","test/kl_div","test/loglik","test/loglik_bayes","test/loglik_bayes_mc","test/loglik_bayes_mc_lse","test/loglik_bayes_mean","test/mse","test/predictive_corr","test/rmse","test/rmse_rot","timing/mapred_sec","timing/predictive_mc_sec","timing/predictive_mean_sec","timing/predictive_natural_sec","timing/predictive_sec","train/acc","train/loss","train/lr","train/marglik","train/nll","train/perf","valid/nll","valnll/prior_prec_0.01","valnll/prior_prec_0.1","valnll/prior_prec_1.0","valnll/prior_prec_10.0","valnll/prior_prec_100.0","valnll/prior_prec_1000.0","valnll/prior_prec_10000.0"
"cifar10-betanll-8655","finished","-","","betanll, cifar10","2024-11-08T11:55:37.000Z","652","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","neither","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","betanll","betanll-het-gaussian-beta=0.0","mlp","50000","100","10","100","50","","","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","0","","","","","0","0","","","","","0","","","","","","","","","","","","","","","","","","","0.19303247332572937","","","","","0","","","","","","","","","","","","","","","","","","","1000","0.1","","1.663906216621399","-5.385398947906495","","","","","2784.166748046875","","52.76520156860352","51.810699462890625","","","","","0.00034236907958984375","0.1","1.4239942076261105","0.1","","555.7821289300919","1.004021406173706","56.875450134277344","","","","","","56.875450134277344","56.92490768432617"
"cifar10-faithful-c077","finished","-","","cifar10, faithful","2024-11-08T11:42:35.000Z","776","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","neither","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","faithful","faithful-het-gaussian","mlp","50000","100","10","100","50","","","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0012790600303560495","0.0002610015571117401","0.06252360343933105","0.4861935424804687","","","","","","","0.000023355066776275636","0.000015400869150956472","0.001813905119895935","0.000012039360046386718","","","","","100","0.2076","0.022129967738992565","1.8823245763778689","-5.600826679992674","","","","","1843.889404296875","","42.94053268432617","41.83906173706055","","","","","0.00046634674072265625","0.20814","1.8975974208558617","0.1","","561.0538189411163","0.6642199158668518","47.618751525878906","220.6262664794922","197.3701934814453","203.1014404296875","206.8275909423828","47.618751525878906","56.70036697387695","57.02220916748047"
"cifar10-marglik-2406","finished","-","","cifar10, marglik","2024-11-08T11:40:06.000Z","144","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","neither","homoscedastic","0.1","0.1","0.1","0.0001","true","5","marglik","marglik-hom-natural","mlp","50000","100","10","100","50","8","2038001","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","0.001072051702067256","0.001039769034832716","0.001061786315403879","0.0010525787947699428","0.0010552192106842997","0.001054006745107472","","","","","","","156618.15625","0.0010535911424085498","0.999990701675415","","","","","","","","","","","","","","","","","","","0.0013345720767974853","","","","","0.0002996693849563599","0.0016006739139556884","","","","","0.002966922607421875","0.011852838516235352","","","","","0.00805303271484375","","","","","","","","","","","","","","","","","","","3.506289090182691e-7","","","","","0.6919849853515625","","","","","","","","","","","","","","","","","","","","0.2181","","1.6613634824752808","-5.38311238861084","-5.383112351989746","","","","2774.79736328125","","52.67634582519531","51.706298828125","0.0002052783966064453","","","","0.00437617301940918","0.21716","1.0002202722422604","0.0001","1.4189774990081787","1.0001376425213817","0.999992311000824","","","","","","","",""
"cifar10-map-94ee","finished","-","","cifar10, map","2024-11-08T11:30:31.000Z","570","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","neither","homoscedastic","0.1","0.1","0.1","0.0001","true","5","map","map-hom-natural","mlp","50000","100","101","100","50","8","2038001","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","0.9999903052813752","","","","","","","","","","","","","","","","","","","3.179737473735731e-37","","","","","3.676405112181424e-37","3.5972537816936145e-37","","","","","3.363812689906287e-36","4.082364633142328e-35","","","","","3.241233267477115e-36","","","","","","","","","","","","","","","","","","","0.0000012561449693748727","","","","","1.0570922121379722e-34","","","","","","","","","","","","","","","","","","","100","0.1","","1.6613640785217283","-5.383113198852542","-5.383113333129885","","","","2774.802734375","","52.67639923095703","51.70633316040039","0.00020647048950195312","","","","0.003993988037109375","0.1","1.0001109605250154","0.0001","","1.000110926378109","0.9999904036521912","1.2045462131500244","1.4174796342849731","1.4174809455871582","1.4174718856811523","1.2532484531402588","1.2045462131500244","1.417483687400818","1.4174532890319824"
"cifar10-marglik-142c","finished","-","","cifar10, marglik","2024-11-08T11:25:53.000Z","272","","relu","kron","128","0","data/","cifar10","cuda","false","false","meanvar","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","marglik","marglik-het-meanvar","mlp","50000","100","10","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","56138.03125","312.2447204589844","8680.7060546875","622.263671875","0.35499903559684753","1.5583224296569824","","","","","","","0.0925966501235962","0.05927349627017975","","","","","","","","","","","","","","","","","","","","6.623219633183907e-9","","","","","0.00008386563261349995","0.000004621011205017567","","","","","0.00010042048645019531","0.20697080993652345","","","","","0.0087245830078125","","","","","","","","","","","","","","","","","","","10.838005065917969","","","","","1.279339599609375","","","","","","","","","","","","","","","","","","","","0.2393","-0.1271064777829163","1.8401269912719729","-5.0015191604614255","-5.058801809692384","-5.362787455749511","-5.044588808441161","-5.015451065063476","1539.26708984375","-0.012988397684907928","39.23349380493164","38.68961715698242","0.0002846717834472656","0.07027649879455566","0.003777027130126953","0.00498652458190918","","0.2481","0.5004383141884721","0.0001","1.6643577814102173","0.003522962365118437","0.2463877648115158","","","","","","","",""
"cifar10-map-3287","finished","-","","cifar10, map","2024-11-08T11:10:18.000Z","929","","relu","kron","128","0","data/","cifar10","cuda","false","false","meanvar","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","map","map-het-meanvar","mlp","50000","100","101","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","0","","","","","0","0","","","","","0","","","","","","","","","","","","","","","","","","","0.12183057516813278","","","","","0","","","","","","","","","","","","","","","","","","","1000","0.1","","2.211296558380127","-5.373236926269534","-5.373236570739746","-5.373234831237792","-5.373242385864258","-5.373236570739746","2719.7578125","","52.15129852294922","51.70667266845703","0.0002963542938232422","0.07039618492126465","0.003930568695068359","0.004972696304321289","","0.1","1.4216663425840688","0.0001","","1.4192287610924763","0.9999884963035583","1.416624903678894","7.335408687591553","12.28234577178955","16.969955444335938","21.66838836669922","5.436169624328613","1.416624903678894","1.423553228378296"
"cifar10-marglik-3c5c","finished","-","","cifar10, marglik","2024-11-08T11:05:43.000Z","269","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","marglik","marglik-het-natural","mlp","50000","100","10","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","0.0010551613522693517","0.0010350552620366216","0.0010550083825364709","0.0010449291439726949","0.0010467233369126916","0.0010438320459797978","","","","","","","6.821953296661377","0.0010444358922541142","","","","","","","","","","","","","","","","","","","","0.0023273401260375977","","","","","0.0006895200411478679","0.0024248685836791993","","","","","0.00302857763671875","0.01234486198425293","","","","","0.0102054296875","","","","","","","","","","","","","","","","","","","0.14651350677013397","","","","","0.8060582885742188","","","","","","","","","","","","","","","","","","","","0.1935","","2.211164712905884","-5.373096359252927","-5.373096383666992","-5.373094739532473","-5.37309774093628","-5.373096383666992","2719.7548828125","","52.15127182006836","51.70665740966797","0.0002951622009277344","0.06923389434814453","0.0036973953247070312","0.0047607421875","","0.18936","1.4190725008849894","0.0001","1.4191622734069824","1.4189935791522954","0.9999862909317015","","","","","","","",""
"cifar10-map-2a09","finished","-","","cifar10, map","2024-11-08T10:49:55.000Z","943","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","map","map-het-natural","mlp","50000","100","101","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000019009389216080309","","","","","0.0000039635191981991135","0.000003528854576870799","","","","","0.0000152044734954834","0.00001081888936460018","","","","","0.00001445404052734375","","","","","","","","","","","","","","","","","","","0.010458841919898989","","","","","0.0036010022163391114","","","","","","","","","","","","","","","","","","","1000","0.1968","-0.1422805119774399","1.7694673538208008","-4.929987298583984","-4.9206770828247075","-4.918915601348876","-4.9117001525878905","-4.916744277954104","1326.5401611328125","-0.13516374977195955","36.42169952392578","35.82744216918945","0.00029540061950683594","0.0694131851196289","0.0034475326538085938","0.004884004592895508","","0.19984","1.017285641959257","0.0001","","0.8462478201407613","0.383482962846756","1.003780484199524","1.416440725326538","10.402402877807615","1.4164371490478516","11.664411544799805","3.74773621559143","1.003780484199524","1.4249660968780518"
"cifar10-vi-86b9","finished","-","","cifar10, vi","2024-11-08T10:13:40.000Z","2169","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","rotation","heteroscedastic","0.001","0.1","0.1","0.00001","true","5","vi","vi-het-gaussian","mlp","50000","100","10","100","50","","","Adam","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01476366138458252","0.012273999532063802","9.029064453125","9.034399088541669","","","0.013993101119995115","0.016561015625","8.584685546875","9.081184","","","0.011179876327514647","0.010602900390625","7.53900439453125","8.887096","","","","","","","","","","","","","","","","","","","","","0.19317495822906497","0.009213523864746094","18.201093673706055","8.51783984375","","","","","","","","","","","","","","","","","","","","1","0.2258","-0.06883564931830344","1.8940982818603516","-5.054697390747068","","","","","1398.4488525390625","","37.39583969116211","36.84196090698242","","","","","0.008617401123046875","0.26614","0.9564829534276972","0.001","","373.8206181526184","0.4014803469181061","45.41135787963867","","","","","","",""
"cifar10-mcdropout-ab33","finished","-","","cifar10, mcdropout","2024-11-08T10:07:12.000Z","382","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","rotation","heteroscedastic","0.01","0.1","0.1","0.01","true","5","mcdropout","mcdropout-het-gaussian","mlp","50000","50","10","100","50","","","Adam","1","189","Flipout","true","0","-3","0","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.486232666015625","","","","","0.35392578125","0.095890869140625","","","","","0.0686715","0.1586671142578125","","","","","0.0066544638671875","","","","","","","","","","","","","","","","","","","7.295365333557129","","","","","0.261220458984375","","","","","","","","","","","","","","","","","","","100","0.1952","0.006240213571551899","3.0535969734191895","-6.213677943420409","","","","","47615.22265625","","218.20912170410156","218.14344787597656","","","","","0.0016732215881347656","0.19726","229.58540075575303","0.01","","87561.99595499039","179.04856872558594","79.74632263183594","","","","","","",""
"cifar10-betanll-3cc4","finished","-","","betanll, cifar10","2024-11-08T09:55:58.000Z","668","","relu","kron","128","1","data/","cifar10","cuda","false","false","gaussian","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","betanll","betanll-het-gaussian-beta=1.0","mlp","50000","100","10","100","50","","","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00002782541885972023","","","","","0.000024101205170154573","0.0001400606781244278","","","","","0.000038249652862548825","0.002720020055770874","","","","","0.00000917441749572754","","","","","","","","","","","","","","","","","","","0.02645076997578144","","","","","0.0010001983642578126","","","","","","","","","","","","","","","","","","","100","0.222","-0.14396844168841202","1.9549287557601929","-5.115616764068602","","","","","1777.8055419921875","","42.164031982421875","41.66227722167969","","","","","0.0003139972686767578","0.22364","0.7630117723094236","0.1","","442.25396078825","0.5944785475730896","44.986083984375","56.655174255371094","","","83.9896011352539","44.986083984375","49.56747817993164","56.94474411010742"
"cifar10-betanll-53be","finished","-","","betanll, cifar10","2024-11-08T09:44:58.000Z","655","","relu","kron","128","0.5","data/","cifar10","cuda","false","false","gaussian","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","betanll","betanll-het-gaussian-beta=0.5","mlp","50000","100","10","100","50","","","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00189384126663208","","","","","0.0005749204158782959","0.005183221340179444","","","","","0.00151563232421875","0.03651656723022461","","","","","0.0004614060668945312","","","","","","","","","","","","","","","","","","","1.566691279411316","","","","","0.021709516525268556","","","","","","","","","","","","","","","","","","","10","0.2605","-0.1141996186182941","1.9647608995437624","-5.129957392120361","","","","","1662.658935546875","","40.77571487426758","40.22089385986328","","","","","0.000339508056640625","0.26822","0.8703935818599007","0.1","","377.8116787672043","0.4938671588897705","45.67426681518555","","","","45.67426681518555","51.05533218383789","56.81846237182617","56.90608596801758"
"cifar10-betanll-63c6","failed","-","","betanll, cifar10","2024-11-08T09:33:53.000Z","659","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","betanll","betanll-het-gaussian-beta=0.0","mlp","50000","100","10","100","50","","","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","NaN","NaN","","","","","NaN","NaN","","","","","NaN","","","","","","","","","","","","","","","","","","","NaN","","","","","NaN","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","0.0002772808074951172","","NaN","0.1","","NaN","NaN","53.91829299926758","","","","","53.91829299926758","56.82574844360352","56.87976837158203"
"cifar10-faithful-a712","finished","-","","cifar10, faithful","2024-11-08T09:21:04.000Z","764","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","rotation","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","faithful","faithful-het-gaussian","mlp","50000","100","10","100","50","","","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001421427703462541","0.00032065269351005553","0.017854593694210052","0.003099992275238037","","","","","","","0.00003089464828372001","0.000016101752718289693","0.0014900418519973755","0.000012592775344848632","","","","","100","0.2043","0.0433112965255383","2.1544437408447266","-5.316336885833738","","","","","1847.356689453125","","42.98088836669922","42.493133544921875","","","","","0.0003566741943359375","0.20894","1.6868084791066398","0.1","","518.2487101554871","0.6559159159660339","50.12144088745117","218.8826141357422","180.73614501953125","179.22874450683594","182.57928466796875","50.12144088745117","56.6605224609375","56.972930908203125"
"cifar10-marglik-7d73","finished","-","","cifar10, marglik","2024-11-08T09:18:31.000Z","148","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","rotation","homoscedastic","0.1","0.1","0.1","0.0001","true","5","marglik","marglik-hom-natural","mlp","50000","100","10","100","50","8","2038001","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","0.5071839094161987","0.5207175016403198","2.108818531036377","0.3499050736427307","0.46446943283081055","0.09375109523534776","","","","","","","195377.109375","0.008548914454877377","0.9999662637710572","","","","","","","","","","","","","","","","","","","0.0003489386737346649","","","","","0.0001425092617670695","0.0003450254201889038","","","","","0.001677562744140625","0.007185282230377198","","","","","0.00580929150390625","","","","","","","","","","","","","","","","","","","3.6606988373932836e-7","","","","","0.6050579833984375","","","","","","","","","","","","","","","","","","","","0.1711","","2.2111406326293945","-5.373059103393555","-5.373059139251709","","","","2719.553955078125","","52.14934539794922","51.70539474487305","0.00019431114196777344","","","","0.004280567169189453","0.17322","1.007995723915832","0.0001","1.4314912557601929","1.0000677521881245","0.9999440908432008","","","","","","","",""
"cifar10-map-b501","finished","-","","cifar10, map","2024-11-08T09:08:53.000Z","573","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","rotation","homoscedastic","0.1","0.1","0.1","0.0001","true","5","map","map-hom-natural","mlp","50000","100","101","100","50","8","2038001","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","0.27436190502226165","","","","","","","","","","","","","","","","","","","0.00026882952451705934","","","","","0.00014044236143430074","0.0005605021715164184","","","","","0.00017576571655273437","0.004966049194335937","","","","","0.00004351634216308594","","","","","","","","","","","","","","","","","","","0.9822131991386414","","","","","0.008465588569641113","","","","","","","","","","","","","","","","","","","10","0.2483","","4.5755743980407715","-7.732862290191651","-5.4451530532836925","","","","1709.5277099609375","-0.04110776992972341","41.346435546875","40.82466125488281","0.00018596649169921875","","","","0.004137516021728516","0.2563","0.13157322638861052","0.0001","","0.07583694431997474","0.0757911205291748","1.247431993484497","1.4164398908615112","1.4164355993270874","1.4164280891418457","1.247431993484497","1.4164286851882937","1.416438341140747","1.416412115097046"
"cifar10-marglik-c445","finished","-","","cifar10, marglik","2024-11-08T09:04:12.000Z","276","","relu","kron","128","0","data/","cifar10","cuda","false","false","meanvar","softplus","label","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","marglik","marglik-het-meanvar","mlp","50000","100","10","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","211457.796875","3443.95166015625","607.2814331054688","1287.6884765625","59.703819274902344","46.270545959472656","","","","","","","60.59242248535156","2.352993965148926","","","","","","","","","","","","","","","","","","","","4.161210654274328e-9","","","","","0.0000062742556134859725","0.0003668782114982605","","","","","0.000014630776405334473","0.0016032352447509766","","","","","0.00003461872100830078","","","","","","","","","","","","","","","","","","","0.016662806272506714","","","","","0.012966826438903808","","","","","","","","","","","","","","","","","","","","0.2849","0.25145842361057413","0.796251118183136","-5.672283221435547","-5.674223195648193","-5.679906047821041","-5.674476347351075","-5.673815377807618","5007.90966796875","0.1990365939742984","70.76658630371094","39.10760498046875","0.0002899169921875","0.07036304473876953","0.0037717819213867183","0.004872560501098633","","0.29254","1.072571376400531","0.0001","1.7999013662338257","0.8484541860687762","0.46836790442466736","","","","","","","",""
"cifar10-map-6304","finished","-","","cifar10, map","2024-11-08T08:48:44.000Z","922","","relu","kron","128","0","data/","cifar10","cuda","false","false","meanvar","softplus","label","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","map","map-het-meanvar","mlp","50000","100","101","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000014220436569303277","","","","","9.740304667502642e-7","0.000009336521849036216","","","","","0.000003273730516433716","0.00011067869514226912","","","","","0.0000031555666923522948","","","","","","","","","","","","","","","","","","","0.0014383246889337895","","","","","0.0008401137590408325","","","","","","","","","","","","","","","","","","","1000","0.1646","0.1848834005166413","0.796563982963562","-5.671603382110594","-5.670535958862305","-5.670866408538819","-5.671274397277833","-5.670500113677979","4942.5908203125","0.15492194393970166","70.3035659790039","38.3590202331543","0.0002923011779785156","0.07032299041748047","0.003928899765014648","0.005376100540161133","","0.17682","1.31073875500418","0.0001","","1.2707348552811168","0.7459449768066406","1.4180065393447876","330.9612121582031","318.00469970703125","397.804931640625","665.520751953125","15.744254112243652","1.4180065393447876","1.4251039028167725"
"cifar10-marglik-30d2","finished","-","","cifar10, marglik","2024-11-08T08:44:08.000Z","271","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","label","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","marglik","marglik-het-natural","mlp","50000","100","10","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","135029.640625","2783.5244140625","565.4879150390625","733.7947998046875","31.071380615234375","22.919095993041992","","","","","","","469.30023193359375","1.287936449050903","","","","","","","","","","","","","","","","","","","","3.163687097185175e-9","","","","","0.000005393318831920624","0.00021869432926177975","","","","","0.000014676712036132812","0.0014181520938873291","","","","","0.000038399826049804686","","","","","","","","","","","","","","","","","","","0.0021072605159133673","","","","","0.015532618522644042","","","","","","","","","","","","","","","","","","","","0.2913","0.1777661878196333","0.8054624795913696","-5.682256848144534","-5.683082295989993","-5.692741454315184","-5.682979280090334","-5.682804112243653","5061.931640625","0.16064697704893938","71.14724731445312","39.828514099121094","0.0002818107604980469","0.06950139999389648","0.0034770965576171875","0.004703521728515625","","0.2946","1.1243532857931486","0.0001","1.6045565605163574","0.9425315994130984","0.4481129050254822","","","","","","","",""
"cifar10-map-d9be","finished","-","","cifar10, map","2024-11-08T08:28:10.000Z","953","","relu","kron","128","0","data/","cifar10","cuda","false","false","natural","softplus","label","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","map","map-het-natural","mlp","50000","100","101","100","50","8","2038502","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000013761611189693213","","","","","0.0000010558602710564932","0.000008603326044976711","","","","","0.000004007108688354492","0.00003270285949110985","","","","","0.000003877201795578003","","","","","","","","","","","","","","","","","","","0.006741849705576897","","","","","0.0009806774854660034","","","","","","","","","","","","","","","","","","","1000","0.1837","0.17622030336239342","0.7925238609313965","-5.667699012756348","-5.668024832916261","-5.668501155090331","-5.668545327758787","-5.668137889099119","4947.43359375","0.17587164924779466","70.33799743652344","38.41162872314453","0.0003020763397216797","0.0696556568145752","0.003629922866821289","0.004694461822509766","","0.18954","1.3143631472916868","0.0001","","1.2683373436598513","0.7508563995361328","1.3040460348129272","45.54817199707031","68.05868530273438","59.81268310546875","48.281715393066406","2.6432790756225586","1.3040460348129272","1.426133155822754"
"cifar10-vi-5e09","finished","-","","cifar10, vi","2024-11-08T07:51:25.000Z","2199","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","label","heteroscedastic","0.001","0.1","0.1","0.00001","true","5","vi","vi-het-gaussian","mlp","50000","100","10","100","50","","","Adam","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.014726045608520508","0.01585601043701172","9.045126953125","9.017080078125","","","0.012394858360290526","0.0134428359375","8.8336142578125","9.004262","","","0.006617714405059814","0.00855882421875","8.18027392578125","8.921782","","","","","","","","","","","","","","","","","","","","","0.07623286545276642","0.008008718490600586","9.4815092086792","8.71725","","","","","","","","","","","","","","","","","","","","10","0.1827","-0.005502572617943689","0.9091665148735046","-5.780886936950685","","","","","6122.6220703125","","78.24718475341797","51.90022659301758","","","","","0.04415488243103027","0.22956","1.4251969247827736","0.001","","557.1701345443726","1.008317232131958","58.85285949707031","","","","","","",""
"cifar10-mcdropout-602b","finished","-","","cifar10, mcdropout","2024-11-08T07:44:49.000Z","391","","relu","kron","128","0","data/","cifar10","cuda","false","false","gaussian","softplus","label","heteroscedastic","0.01","0.1","0.1","0.01","true","5","mcdropout","mcdropout-het-gaussian","mlp","50000","50","10","100","50","","","Adam","1","189","Flipout","true","0","-3","0","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16153076171875","","","","","0.3560479329427083","0.06976380920410157","","","","","0.05451428125","0.6352686767578125","","","","","0.0137427734375","","","","","","","","","","","","","","","","","","","17.752416610717773","","","","","0.330156982421875","","","","","","","","","","","","","","","","","","","0.01","0.1948","0.007334687606996566","1.992914795875549","-6.867329534912112","","","","","61450.20703125","","247.89154052734375","241.153076171875","","","","","0.001763105392456055","0.19832","8.27823212323591","0.01","","1019.2971792221068","886.3642578125","81.52729034423828","","","","","","",""
"cifar10-betanll-b411","finished","-","","betanll, cifar10","2024-11-08T07:33:24.000Z","680","","relu","kron","128","1","data/","cifar10","cuda","false","false","gaussian","softplus","label","heteroscedastic","0.1","0.1","0.1","0.0001","true","5","betanll","betanll-het-gaussian-beta=1.0","mlp","50000","100","10","100","50","","","SGD","1","189","Flipout","true","0","-3","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004873428959399462","","","","","0.00001057228446006775","0.00008526567369699479","","","","","0.00001281910228729248","0.0008596627712249756","","","","","0.000003479252576828003","","","","","","","","","","","","","","","","","","","0.04308795928955078","","","","","0.00035190603137016295","","","","","","","","","","","","","","","","","","","100","0.1811","0.08112744444355616","0.8224732279777527","-5.6952681030273435","","","","","5184.7470703125","","72.00518798828125","41.70465850830078","","","","","0.0003921985626220703","0.17984","1.165906327764701","0.1","","523.7586486339569","0.8526951670646667","54.2493896484375","","","","64.55989074707031","54.2493896484375","55.33816909790039","56.98262023925781"
