"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","approx","batch_size","beta","data_root","dataset","depth","device","double","head","head_activation","likelihood","lr","lr_hyp","lr_hyp_min","lr_min","marglik_early_stopping","marglik_frequency","method","n_data","n_epochs","n_epochs_burnin","n_hypersteps","n_param_groups","n_params","optimizer","prior_prec_init","rep","seed","typeofrep","use_wandb","vi_posterior_mu_init","vi_posterior_rho_init","vi_prior_mu","width","epoch","hyperparams/prior_prec_layer1.bias","hyperparams/prior_prec_layer1.weight","hyperparams/prior_prec_out_layer.bias","hyperparams/prior_prec_out_layer.weight","hyperparams/sigma_noise","params/layer1.bias","params/layer1.mu_bias","params/layer1.mu_weight","params/layer1.rho_bias","params/layer1.rho_weight","params/layer1.weight","params/out_layer.bias","params/out_layer.mu_bias","params/out_layer.mu_weight","params/out_layer.rho_bias","params/out_layer.rho_weight","params/out_layer.weight","params/out_layer_mu.bias","params/out_layer_mu.weight","params/out_layer_var.bias","params/out_layer_var.weight","params/z_layer.lin_layer.bias","params/z_layer.lin_layer.weight","prior_prec_opt","test/loglik","test/loglik_bayes","test/loglik_bayes_mc","test/loglik_bayes_mc_lse","test/loglik_bayes_mean","test/mse","train/loss","train/lr","train/marglik","train/nll","train/perf","valid/nll","valid/perf"
"boston-housing-betanll-08e3","finished","-","","betanll, boston-housing","2024-11-05T08:49:28.000Z","256","","gelu","full","256","0","data/","boston-housing","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","455","5000","100","50","","","Adam","1","0","16","Flipout","true","0","-3","0","50","5000","","","","","","0.007795387408058563","","","","","0.002864331372275718","0.2539375737125369","","","","","0.020078036871137385","","","","","","","100","-2.645519556027512","","","","","0.12895605443479463","-1.8172970359374867","0.01","","-3.634710971425051","0.06584407860702987","0.58402261900556","0.08123523385520512"
"boston-housing-faithful-0fdc","finished","-","","boston-housing, faithful","2024-11-05T08:44:25.000Z","296","","gelu","full","256","0.5","data/","boston-housing","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","faithful","455","5000","100","50","","","Adam","1","0","16","Flipout","true","0","-3","0","50","5000","","","","","","","","","","","","","","","","","","5.905394710598113e-7","0.015092089640161331","1.571144472358692","0.032739225500198456","0.0000021618226301936698","0.0012589998666874198","1","-3.4742536096855745","","","","","0.33268768778692637","0.7667960771705944","0.01","","1.2727336708347394","0.2605906401430893","0.665780712683603","0.23528799697669903"
"boston-housing-marglik-c4fc","finished","-","","boston-housing, marglik","2024-11-05T08:43:07.000Z","71","","gelu","full","256","0.5","data/","boston-housing","1","cuda","true","natural","softplus","homoscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","455","5000","100","50","4","751","Adam","1","0","16","Flipout","true","0","-3","0","50","5000","2.443291187286377","11.49930191040039","5.11821985244751","0.1965257227420807","0.19162879884243011","0.1164535320296581","","","","","0.021184075160285632","0.01968411518761925","","","","","1.495456170233345","","","","","","","","-3.133881563014821","-2.672302591412426","","","","0.16736697268199432","0.03613418713212013","0.00001","0.6470134029276152","0.021012709713112372","0.02160070443504977","",""
"boston-housing-map-b293","finished","-","","boston-housing, map","2024-11-05T08:39:33.000Z","207","","gelu","full","256","0.5","data/","boston-housing","1","cuda","true","natural","softplus","homoscedastic","0.01","0.01","0.001","0.00001","true","50","map","455","5000","5001","50","4","751","Adam","1","0","16","Flipout","true","0","-3","0","50","5000","","","","","0.22543423473438268","0.03818891369138096","","","","","0.013157727540934383","0.009368821103340329","","","","","0.11113817008123827","","","","","","","1","-3.3008623256115692","-2.723697623662455","","","","0.1677411775425123","0.08636829257011414","0.00001","","0.05114138281837849","0.050820917581811786","0.9794545369321248",""
"yacht-marglik-97bc","finished","-","","marglik, yacht","2024-11-05T08:38:27.000Z","58","","gelu","full","256","0.5","data/","yacht","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","277","5000","100","50","4","452","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.6146724224090576","3.997105836868286","0.1011788621544838","0.5744498372077942","","0.5312394404096219","","","","","0.0720428379256781","6.82962931541131","","","","","0.6051521868204766","","","","","","","","-4.386436696836738","-2.3062138987476475","-0.7621068351237151","-0.7865568915854514","-1.5307347369376774","0.001090603468665295","-3.935812957577705","0.00001","-1.797568037647261","-4.186463391859489","0.0019352581629784363","",""
"yacht-map-36c2","finished","-","","map, yacht","2024-11-05T08:35:27.000Z","174","","gelu","full","256","0.5","data/","yacht","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","277","5000","5001","50","4","452","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.6653483340656343","","","","","0.11573280052770706","4.916505132310684","","","","","1.042949838709095","","","","","","","0.0001","-33.300324081759875","-3.423129951587996","-3.3762446519883924","-0.6630368312756959","-0.4946249327181584","0.0011336720700190503","-4.254214656996318","0.00001","","-4.25424752975021","0.0022449826016851153","-2.327778529650493",""
"yacht-marglik-c3eb","finished","-","","marglik, yacht","2024-11-05T08:34:23.000Z","58","","gelu","full","256","0.5","data/","yacht","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","277","5000","100","50","4","452","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.022176893427968025","0.14099830389022827","0.001684025046415627","0.001505384687334299","","20.62731414242817","","","","","2.057571405084351","1.7912812714511106","","","","","136.23598099339446","","","","","","","","-1.0259908408112657","-1.0921492073343992","-0.6821307368148655","-0.5845041408007676","-0.5856693516728518","0.004792749733879684","-2.572182271698628","0.00001","-1.5573257615896556","-2.807606371303323","0.00008565321102694099","",""
"yacht-map-3918","finished","-","","map, yacht","2024-11-05T08:31:17.000Z","180","","gelu","full","256","0.5","data/","yacht","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","277","5000","5001","50","4","452","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","15.31289381688608","","","","","1.8299522145747944","0.39809810486897046","","","","","13.16904172780804","","","","","","","0.1","-0.8593679579928952","-1.169920490282571","-0.9879790489228262","-0.9267657466963288","-0.9201379302081","0.005450347883459234","-1.7497369152963538","0.00001","","-2.2248868759033","0.0001898831453867991","-1.9499832853293484",""
"yacht-vi-2438","failed","-","","vi, yacht","2024-11-05T08:30:09.000Z","60","","gelu","full","256","0","data/","yacht","1","cuda","true","gaussian","softplus","heteroscedastic","0.001","0.01","0.001","0.001","true","50","vi","277","1000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","1000","","","","","","","0.1602495257303889","0.03424758811959029","10.74111191746992","10.965716458302872","","","0.5690007354280961","0.316084618070167","13.492635879836309","11.657262311238304","","","","","","","","1","","","","","","","-0.8896733644720379","0.001","","-1.0822081627291282","0.06907631323610834","-1.0807848032754577","0.19135097704451628"
"yacht-mcdropout-19f0","finished","-","","mcdropout, yacht","2024-11-05T08:29:28.000Z","36","","gelu","full","256","0","data/","yacht","1","cuda","true","gaussian","softplus","heteroscedastic","0.001","0.01","0.001","0.001","true","50","mcdropout","277","1000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","1000","","","","","","0.27127289893898826","","","","","0.0775815722454747","0.2809361656704518","","","","","0.1418755873163006","","","","","","","0.0001","-1.0385797057120816","","","","","0.12040066436777704","-1.3941126417190124","0.001","","-1.3941238211255984","0.23330003906699495","-1.1351933958190374","0.5623588313919821"
"yacht-betanll-5ba5","finished","-","","betanll, yacht","2024-11-05T08:26:45.000Z","155","","gelu","full","256","1","data/","yacht","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","277","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.7256666698768354","","","","","0.12680325118031333","0.614750271086204","","","","","0.27099438284678923","","","","","","","0.0001","-6.239040113349273","","","","","0.0006285435949596845","-0.0002723696502613716","0.01","","-3.491424934430294","0.00009311659578895346","-2.5106259501828148","0.00035737564625968926"
"yacht-betanll-d571","finished","-","","betanll, yacht","2024-11-05T08:24:02.000Z","156","","gelu","full","256","0.5","data/","yacht","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","277","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.6599199232499743","","","","","0.11057305019262202","9.7614348636568","","","","","0.31576036655774686","","","","","","","0.01","-0.18737810657805895","","","","","0.001679556132928936","-0.03454710210322315","0.01","","-3.5391214875099934","0.00013212253278486457","-2.610444371743445","0.0006848296366766068"
"yacht-betanll-93b1","finished","-","","betanll, yacht","2024-11-05T08:21:18.000Z","157","","gelu","full","256","0","data/","yacht","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","277","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","1.6290208297158904","","","","","0.16420655506207937","9.435940098821112","","","","","0.7321300147126251","","","","","","","0.0001","-0.7912325039266949","","","","","0.0012457396466861793","-2.741413570178038","0.01","","-2.741441637367239","0.003727754095413245","-2.18162452348992","0.012692559227192358"
"yacht-faithful-3060","finished","-","","faithful, yacht","2024-11-05T08:18:11.000Z","180","","gelu","full","256","0.5","data/","yacht","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","faithful","277","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","","","","","","","","","","0.000574676124942937","0.007930430672390305","0.15185882206747658","0.04863823516099821","0.02006139543564156","0.03980222220476026","0.0001","-3.6718137779187106","","","","","0.46625606883027776","0.962255520574938","0.01","","0.7851717383262096","0.35416178417422955","0.8880578948009665","0.5654105252569023"
"yacht-marglik-7b5a","finished","-","","marglik, yacht","2024-11-05T08:17:20.000Z","46","","gelu","full","256","0.5","data/","yacht","1","cuda","true","natural","softplus","homoscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","277","5000","100","50","4","401","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.555017352104187","5.650163650512695","454.2193908691406","0.9402855634689332","0.023546848446130753","0.317860887960054","","","","","0.02883538991549018","0.0000059134663998202066","","","","","0.17251397292023685","","","","","","","","-0.6754790097158964","-0.4869852289804475","","","","0.000925363000632394","0.0003697657157317735","0.00001","-1.6110768480638311","0.0002380247906271933","0.00042271284963167","",""
"yacht-map-e296","finished","-","","map, yacht","2024-11-05T08:14:59.000Z","134","","gelu","full","256","0.5","data/","yacht","1","cuda","true","natural","softplus","homoscedastic","0.01","0.01","0.001","0.00001","true","50","map","277","5000","5001","50","4","401","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","0.012952543494489157","0.532038196001902","","","","","0.11711662536879588","0.00128373976401","","","","","0.0978591120772716","","","","","","","0.0001","-1.4745675351324956","-2.7335952558876553","","","","0.0007486729638929298","0.00012175650590506848","0.00001","","0.00009770195148122187","0.00016777002326408166","0.9192985614931388",""
"wine-quality-red-marglik-53d0","finished","-","","marglik, wine-quality-red","2024-11-05T08:12:39.000Z","133","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","1.9893864393234253","4.075282096862793","3.0040783882141113","0.2817842364311218","","0.3825427353788728","","","","","0.18061939433402424","0.21323049882193695","","","","","2.671749703171431","","","","","","","","-3.508514880923454","-1.1181586268250463","-1.614602653477806","-1.0953091106729034","-1.1304645479250746","0.8712243201049307","0.3918746418033303","0.00001","1.497592509469592","0.21136059365482207","0.5095188759451545","",""
"wine-quality-red-map-654e","finished","-","","map, wine-quality-red","2024-11-05T07:59:19.000Z","792","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.002936611708635824","","","","","0.00202421523896175","0.014574999718406569","","","","","0.01054087970106004","","","","","","","100","-1.0620991907512765","-1.0620945385270617","-1.0601498259841398","-1.0604063439832558","-1.061269986112482","0.7795839771815571","1.2236046602179893","0.00001","","1.1421803446894303","0.598291390479386","1.2227985467955085",""
"wine-quality-red-marglik-e143","finished","-","","marglik, wine-quality-red","2024-11-05T07:56:56.000Z","136","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","4.039988040924072","4.856659889221191","44.469512939453125","0.109946146607399","","0.1770968772783774","","","","","0.14345167707867637","0.00011597237750076896","","","","","6.602320047430223","","","","","","","","-1.1686590349669348","-1.1043602131513777","-1.6306902939062735","-1.126274972288634","-1.10108834481451","0.7806907029081285","0.8144081768325705","0.00001","1.4642217782004272","0.6436094167235616","0.24925276266413232","",""
"wine-quality-red-map-5467","finished","-","","map, wine-quality-red","2024-11-05T07:43:35.000Z","795","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","702","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.006322282870796339","","","","","0.0017445021515631743","0.19831313674004564","","","","","0.011083514822799172","","","","","","","100","-1.0654954707472484","-1.0661682015993972","-1.0655909071676448","-1.0658761548085167","-1.0659000325745855","0.8017668731408414","1.2813655522616694","0.00001","","1.184750790170786","0.6159674818845741","1.2165650672218766",""
"wine-quality-red-vi-50ac","failed","-","","vi, wine-quality-red","2024-11-05T07:39:41.000Z","228","","gelu","full","256","0","data/","wine-quality-red","1","cuda","true","gaussian","softplus","heteroscedastic","0.001","0.01","0.001","0.001","true","50","vi","1439","1000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","1000","","","","","","","0.00023561642371669692","0.010374651586629476","20.333718179798616","14.55354116717936","","","0.000029295554572496608","0.00873344972857499","21.922757190846426","17.4614455314125","","","","","","","","100","","","","","","","0.9021325555614612","0.001","","5.185470968114648","0.5386400873598105","1.2123584389482516","0.7149397799088888"
"wine-quality-red-mcdropout-edf0","finished","-","","mcdropout, wine-quality-red","2024-11-05T07:37:13.000Z","142","","gelu","full","256","0","data/","wine-quality-red","1","cuda","true","gaussian","softplus","heteroscedastic","0.001","0.01","0.001","0.001","true","50","mcdropout","1439","1000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","1000","","","","","","0.15544253313726894","","","","","0.07620052387748373","0.0005517400945824725","","","","","0.11028446736179733","","","","","","","100","-1.7332628141283002","","","","","0.809845562445979","0.8381473139497934","0.001","","5.028866786681368","0.5405905411996083","1.2161170050455172","0.6797718163246351"
"wine-quality-red-betanll-7f14","finished","-","","betanll, wine-quality-red","2024-11-05T07:25:35.000Z","691","","gelu","full","256","1","data/","wine-quality-red","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","1439","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.005004262779836443","","","","","0.008614425007443416","0.03456660898323578","","","","","0.030168386369679577","","","","","","","10","-1.056001084199211","","","","","0.8111862157139917","0.06769794668846765","0.01","","1.8461488676246811","0.14318703431869428","1.2149363002810245","1.2546435837525196"
"wine-quality-red-betanll-c226","finished","-","","betanll, wine-quality-red","2024-11-05T07:14:13.000Z","676","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","1439","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.002736013131573395","","","","","0.0016879367579904511","0.01195842517078936","","","","","0.009005618556267986","","","","","","","100","-1.074653545534623","","","","","0.7878832730543381","0.2110062189206738","0.01","","1.5316759654411358","0.2127820735280682","1.217628873040161","0.7245958312426453"
"wine-quality-red-betanll-665c","finished","-","","betanll, wine-quality-red","2024-11-05T07:02:40.000Z","685","","gelu","full","256","0","data/","wine-quality-red","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","1439","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","0.0029105798319210728","","","","","0.002041830465996722","0.01401417796976447","","","","","0.010485568499895513","","","","","","","100","-1.0626624298367289","","","","","0.781184052877856","0.03888499922043215","0.01","","0.2330128093581905","0.49082792857078206","1.2223524929581902","0.8259051708689672"
"wine-quality-red-faithful-e4a4","finished","-","","faithful, wine-quality-red","2024-11-05T06:49:12.000Z","801","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","faithful","1439","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","","","","","","","","","","","","","0.000001757987794489357","0.009055776240794795","0.010429265922873457","0.0008340714718534631","0.000006605586830135129","0.0008378842647210296","100","-1.1064916753921232","","","","","0.8163397920203679","1.3936465425012496","0.01","","6.638129637042317","0.6301353125760325","1.2356729143523622","0.7196739259838334"
"wine-quality-red-marglik-e181","finished","-","","marglik, wine-quality-red","2024-11-05T06:47:24.000Z","102","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","natural","softplus","homoscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","1439","5000","100","50","4","651","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","10.253631591796877","10.558978080749512","197.5784454345703","0.14278768002986908","0.6409773230552673","0.04629277849595696","","","","","0.04644991301406679","2.536600405844395e-7","","","","","3.6339358714855736","","","","","","","","-1.2080035801752085","-1.1326569147904972","","","","0.8615470104848528","0.40980395674705505","0.00001","1.3976178438338709","0.31860299039678064","0.3196667322558349","",""
"wine-quality-red-map-fd8f","finished","-","","map, wine-quality-red","2024-11-05T06:38:51.000Z","506","","gelu","full","256","0.5","data/","wine-quality-red","1","cuda","true","natural","softplus","homoscedastic","0.01","0.01","0.001","0.00001","true","50","map","1439","5000","5001","50","4","651","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","0.7385025522365438","0.004333681106241248","","","","","0.006004258209652782","0.0012504135884007423","","","","","0.040399571632465506","","","","","","","10","-1.1375926557990408","-1.114110895565069","","","","0.8079435219919617","0.5858015765746434","0.00001","","0.5473008130768097","0.545387857414562","1.259484315600451",""
"power-plant-marglik-9ea9","finished","-","","marglik, power-plant","2024-11-05T06:30:18.000Z","506","","gelu","full","256","0.5","data/","power-plant","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","8611","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.11468978971242905","0.5632132887840271","0.19541548192501068","2.1793596744537354","","3.4075165283689786","","","","","0.6819268005218666","5.107182879017118","","","","","0.16012687284695212","","","","","","","","-2.787161598672041","-2.7981734587950893","-2.7843139247416024","-2.780482420617842","-2.7849656194330383","0.05431503763396139","-0.09409045318965575","0.00001","-0.04411374324765235","-0.1018275665082692","0.052830785118364136","",""
"power-plant-marglik-9ea9","finished","-","","marglik, power-plant","2024-11-04T10:40:10.000Z","501","","gelu","full","256","0.5","data/","power-plant","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","8611","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.11468978971242905","0.5632132887840271","0.19541548192501068","2.1793596744537354","","3.4075165283689786","","","","","0.6819268005218666","5.107182879017118","","","","","0.16012687284695212","","","","","","","","-2.787161598672041","-2.7981734587950893","-2.7843139247416024","-2.780482420617842","-2.7849656194330383","0.05431503763396139","-0.09409045318965575","0.00001","-0.04411374324765235","-0.1018275665082692","0.052830785118364136","",""
"power-plant-map-5853","finished","-","","map, power-plant","2024-11-04T09:34:38.000Z","3925","","gelu","full","256","0.5","data/","power-plant","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","8611","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","5.118434967057043","","","","","1.486328277246575","4.647154756440027","","","","","0.816878045949085","","","","","","","0.1","-2.7628527077667","-2.7933900284842315","-2.760733988448556","-2.7472482359656305","-2.7576268542557187","0.05332499916504584","-0.13728618993073718","0.00001","","-0.1410265763329081","0.05200701036739652","-0.1109188205213154",""
"power-plant-marglik-8034","finished","-","","marglik, power-plant","2024-11-04T09:25:56.000Z","515","","gelu","full","256","0.5","data/","power-plant","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","8611","5000","100","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","0.2076907604932785","0.20800746977329257","0.2195008099079132","0.17300154268741608","","3.456237536609507","","","","","3.4362305452373443","1.0199519517063984","","","","","3.8913226044040634","","","","","","","","-2.764601846920387","-2.7682578307091115","-2.7655091232570124","-2.7630541083727413","-2.765146613275091","0.0519163910014904","-0.11702134730599768","0.00001","-0.04198338833993147","-0.13134112032938755","0.04782326103798552","",""
"power-plant-map-d437","finished","-","","map, power-plant","2024-11-04T08:17:15.000Z","4114","","gelu","full","256","0.5","data/","power-plant","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","8611","5000","5001","50","4","352","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","9.646418795485827","","","","","7.397044860735025","2.772810002323908","","","","","13.51837909539057","","","","","","","0.001","-2.7482621938048606","-2.7536429522540935","-2.748210612865158","-2.7441709308102475","-2.747532698687488","0.05057598246737616","-0.15349597584004174","0.00001","","-0.1536887009843623","0.046335403101582046","-0.14479202341914924",""
"power-plant-vi-3f9d","failed","-","","power-plant, vi","2024-11-04T07:59:50.000Z","1038","","gelu","full","256","0","data/","power-plant","1","cuda","true","gaussian","softplus","heteroscedastic","0.001","0.01","0.001","0.001","true","50","vi","8611","1000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","1000","","","","","","","0.22631357795888743","0.10954887807105332","20.46316907364451","22.389026854434523","","","0.2914671232603678","0.11680553825490304","30.913667969357306","25.458923924203063","","","","","","","","0.0001","","","","","","","-0.029539989207901917","0.001","","-1.131161115076107","0.05766079155692108","-0.22191742726066305","0.05546442596287961"
"power-plant-mcdropout-de70","finished","-","","mcdropout, power-plant","2024-11-04T07:47:57.000Z","705","","gelu","full","256","0","data/","power-plant","1","cuda","true","gaussian","softplus","heteroscedastic","0.001","0.01","0.001","0.001","true","50","mcdropout","8611","1000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","1000","","","","","","0.5000796392747074","","","","","0.1690617374335432","1.7241467137609667","","","","","0.10737687962368853","","","","","","","0.01","-2.8157914046185737","","","","","0.057623390402145425","-0.02172355633519398","0.001","","-0.6734479698627829","0.059935112992698915","-0.22929328680549443","0.056047101842935466"
"power-plant-betanll-9157","finished","-","","betanll, power-plant","2024-11-03T17:33:37.000Z","3526","","gelu","full","256","1","data/","power-plant","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","8611","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","9.21901967107052","","","","","1.8178110111453176","3.067014584944592","","","","","0.8196857655362662","","","","","","","0.01","-2.7898512112439997","","","","","0.055954492004967285","0.0006901744015263566","0.01","","-2.420740183587892","0.05406528343012061","-0.4319291225707733","0.05327640759947452"
"survival-screen-HEK293-marglik-d27b","finished","-","","marglik, survival-screen-HEK293","2024-11-03T17:28:25.000Z","521","","relu","kron","256","0.5","data/","survival-screen-HEK293","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","8986","5000","100","50","4","5852","Adam","1","0","9","Flipout","true","0","-3","0","50","5000","10.40118408203125","2824.056396484375","0.11569207906723022","0.022358573973178864","","0.08179069631304635","","","","","0.00032019873770376515","8.64652498798366","","","","","42.243118063576894","","","","","","","","-10.547031824846028","-3.6939731109169496","-3.9922663466683703","-3.156298283494546","-5.584586435711128","1.0312580302505314","0.06360578279884095","0.00001","1.5177174877742805","-0.2302761908560098","0.2828546692289645","",""
"power-plant-betanll-6f7e","finished","-","","betanll, power-plant","2024-11-03T16:34:58.000Z","3512","","gelu","full","256","0.5","data/","power-plant","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","8611","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","9.38594592179726","","","","","2.2923038967905764","4.201772994906214","","","","","0.2913454801545493","","","","","","","0.001","-2.7794612986585996","","","","","0.0569762298017409","-0.010205437768329445","0.01","","-3.0183780346949707","0.05322068432453181","-0.5058167333644397","0.05311459684171167"
"survival-screen-HEK293-map-b26a","finished","-","","map, survival-screen-HEK293","2024-11-03T16:17:39.000Z","4239","","relu","kron","256","0.5","data/","survival-screen-HEK293","1","cuda","true","meanvar","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","8986","5000","5001","50","4","5852","Adam","1","0","9","Flipout","true","0","-3","0","50","5000","","","","","","0.004338141512242555","","","","","0.00022917673265108223","0.017035883314196185","","","","","0.01521499612636816","","","","","","","1000","-0.18212040991983863","-0.18708407007681088","-0.18326080596186844","-0.17265811666128936","-0.1828150872226305","0.6991976751263473","1.2507212337723133","0.00001","","1.0794089986327673","0.693639170556965","1.0979545286416088",""
"survival-screen-HEK293-marglik-2fb4","finished","-","","marglik, survival-screen-HEK293","2024-11-03T16:08:36.000Z","535","","relu","kron","256","0.5","data/","survival-screen-HEK293","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","marglik","8986","5000","100","50","4","5852","Adam","1","0","9","Flipout","true","0","-3","0","50","5000","185.05226135253903","23005.388671875","0.7967924475669861","0.005007157567888498","","0.001737326179844914","","","","","0.00002487716484992269","1.2542232172498484","","","","","189.6391206280001","","","","","","","","-0.3981133377675351","-0.2471580707614859","-0.35526264173717104","-0.1779766831831116","-0.2460250225272651","0.7106491193782865","0.6058052057606127","0.00001","1.2269943181627965","0.4280064393629105","0.11717683625865058","",""
"power-plant-betanll-38c9","finished","-","","betanll, power-plant","2024-11-03T15:36:33.000Z","3499","","gelu","full","256","0","data/","power-plant","1","cuda","true","gaussian","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","betanll","8611","5000","100","50","","","Adam","1","0","11","Flipout","true","0","-3","0","50","5000","","","","","","7.061891810212862","","","","","1.994485542399981","3.5833371431531353","","","","","0.9775327361503756","","","","","","","0.0001","-2.7803100074977887","","","","","0.056639196514315","-0.0983621157416648","0.01","","-3.0493435907632667","0.053693230816621695","-0.3875321204491917","0.05375844956821828"
"survival-screen-HEK293-map-eccc","finished","-","","map, survival-screen-HEK293","2024-11-03T14:55:00.000Z","4409","","relu","kron","256","0.5","data/","survival-screen-HEK293","1","cuda","true","natural","softplus","heteroscedastic","0.01","0.01","0.001","0.00001","true","50","map","8986","5000","5001","50","4","5852","Adam","1","0","9","Flipout","true","0","-3","0","50","5000","","","","","","0.0025846053311395427","","","","","0.003260488386665924","0.12045823226793342","","","","","0.18580565917393543","","","","","","","100","-0.2133244600714685","-0.1594682513475641","-0.1710799327361241","-0.09461936001263982","-0.1422371073230975","0.7928575828992743","0.8625830506447503","0.00001","","0.6537270671553526","0.23513632966472167","1.081364784301416",""
